TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(A),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
01:13:28,0.193,0.214,0.237,4.238,8.449,12.666,32.905
01:13:29,0.193,0.214,0.239,4.241,8.427,12.639,33.075
01:13:30,0.193,0.215,0.254,4.238,8.440,12.632,33.048
01:13:31,0.192,0.211,0.247,4.233,8.440,12.632,33.028
01:13:32,0.192,0.212,0.243,4.233,8.449,12.646,32.980
01:13:33,0.193,0.213,0.234,4.239,8.445,12.652,32.980
01:13:34,0.193,0.213,0.251,4.235,8.449,12.618,32.939
01:13:35,0.192,0.211,0.243,4.237,8.436,12.632,33.021
01:13:36,0.192,0.214,0.240,4.230,8.440,12.632,32.905
01:13:37,0.192,0.213,0.244,4.235,8.440,12.639,32.960
01:13:38,0.192,0.213,0.157,4.236,8.436,12.625,32.926
01:13:39,0.192,0.214,0.248,4.231,8.449,12.639,32.953
01:13:40,0.192,0.207,0.250,4.236,8.427,12.625,32.980
01:13:41,0.192,0.211,0.237,4.238,8.440,12.652,32.967
01:13:42,0.192,0.205,0.252,4.238,8.440,12.625,32.905
01:13:43,0.192,0.212,0.240,4.231,8.427,12.639,33.035
01:13:44,0.192,0.211,0.235,4.238,8.440,12.652,33.007
01:13:45,0.192,0.206,0.249,4.235,8.427,12.632,32.960
01:13:46,0.192,0.210,0.233,4.238,8.449,12.646,33.001
01:13:47,0.190,0.209,0.265,4.235,8.449,12.639,33.021
01:13:48,0.192,0.208,0.240,4.233,8.440,12.639,33.007
01:13:49,0.192,0.213,0.244,4.233,8.395,12.639,33.252
01:13:50,0.190,0.211,0.241,4.231,8.427,12.632,32.912
01:13:51,0.190,0.211,0.235,4.239,8.449,12.673,32.905
01:13:52,0.192,0.209,0.234,4.238,8.449,12.646,32.973
01:13:53,0.192,0.211,0.235,4.238,8.449,12.722,32.953
01:13:54,0.190,0.208,0.234,4.236,8.436,12.652,32.926
01:13:55,0.190,0.208,0.251,4.235,8.449,12.646,33.035
01:13:56,0.192,0.209,0.233,4.241,8.440,12.652,33.021
01:13:57,0.190,0.189,0.251,4.237,8.436,12.646,33.007
01:13:58,0.190,0.205,0.265,4.236,8.436,12.611,32.953
01:13:59,0.190,0.210,0.244,4.233,8.449,12.632,33.137
01:14:00,0.188,0.206,0.119,4.233,8.440,12.639,32.980
01:14:01,0.189,0.208,0.234,4.233,8.440,12.646,32.973
01:14:02,0.189,0.211,0.251,4.233,8.449,12.639,32.905
01:14:03,0.189,0.210,0.245,4.238,8.449,12.639,32.905
01:14:04,0.190,0.208,0.242,4.223,8.440,12.639,32.980
01:14:05,0.190,0.210,0.231,4.241,8.445,12.652,33.089
01:14:06,0.189,0.205,0.248,4.236,8.431,12.639,32.865
01:14:07,0.190,0.210,0.231,4.239,8.445,12.625,33.014
01:14:08,0.190,0.207,0.237,4.238,8.449,12.646,32.946
01:14:09,0.190,0.208,0.237,4.238,8.449,12.646,33.001
01:14:10,0.188,0.207,0.229,4.239,8.445,12.646,32.905
01:14:11,0.188,0.205,0.205,4.235,8.449,12.646,32.939
01:14:12,0.187,0.204,0.119,4.236,8.449,12.639,32.899
01:14:13,0.187,0.210,0.235,4.238,8.467,12.646,32.844
01:14:14,0.189,0.209,0.239,4.269,8.440,12.652,32.871
01:14:15,0.188,0.208,0.233,4.239,8.445,12.646,33.014
01:14:16,0.188,0.209,0.237,4.230,8.440,12.646,32.899
01:14:17,0.187,0.206,0.234,4.238,8.449,12.646,32.939
01:14:18,0.188,0.208,0.237,4.241,8.427,12.611,32.803
01:14:19,0.188,0.205,0.244,4.237,8.440,12.632,32.769
01:14:20,0.188,0.207,0.231,4.239,8.445,12.652,32.722
01:14:21,0.188,0.208,0.240,4.233,8.395,12.639,32.844
01:14:22,0.187,0.202,0.245,4.237,8.440,12.625,33.422
01:14:23,0.188,0.208,0.234,4.238,1.170,12.646,32.810
01:14:24,0.188,0.207,0.229,4.238,8.449,12.646,33.361
01:14:25,0.187,0.205,0.247,4.237,8.431,12.625,32.695
01:14:26,0.187,0.205,0.231,4.235,8.449,12.639,32.885
01:14:27,0.187,0.206,0.231,4.238,8.449,12.652,32.899
01:14:28,0.187,0.202,0.245,4.232,8.440,12.639,32.824
01:14:29,0.192,0.205,0.244,4.233,8.418,12.625,32.967
01:14:30,0.186,0.203,0.222,4.235,8.440,12.646,32.885
01:14:31,0.187,0.205,0.233,4.237,8.445,12.646,32.939
01:14:32,0.187,0.205,0.228,4.241,8.445,12.652,32.994
01:14:33,0.187,0.204,0.232,4.233,8.449,12.639,33.001
01:14:34,0.187,0.207,0.231,4.238,8.431,12.632,32.953
01:14:35,0.186,0.205,0.230,4.238,8.449,12.646,32.926
01:14:36,0.187,0.207,0.225,4.238,8.449,12.618,32.939
01:14:37,0.186,0.204,0.228,4.239,8.440,12.646,32.994
01:14:38,0.185,0.202,0.245,4.233,8.449,12.646,32.939
01:14:39,0.186,0.206,0.231,4.238,8.521,12.590,32.885
01:14:40,0.185,0.205,0.231,4.239,8.440,12.646,32.844
01:14:41,0.187,0.206,0.230,4.241,8.445,12.632,33.007
01:14:42,0.187,0.205,0.223,4.233,8.440,12.632,33.103
01:14:43,0.185,0.203,0.234,4.237,8.449,12.646,33.021
01:14:44,0.186,0.204,0.229,4.237,8.445,12.652,33.259
01:14:45,0.186,0.202,0.229,4.235,8.449,12.646,33.075
01:14:46,0.186,0.205,0.230,4.238,8.449,12.639,32.851
01:14:47,0.199,0.203,0.238,4.237,8.440,12.646,32.878
01:14:48,0.199,0.201,0.245,4.233,8.440,12.639,32.905
01:14:49,0.184,0.203,0.228,4.238,8.449,12.646,32.871
01:14:50,0.185,0.203,0.226,4.238,8.449,12.646,32.871
01:14:51,0.184,0.201,0.224,4.237,8.440,12.646,32.905
01:14:52,0.184,0.201,0.227,4.238,8.449,12.646,32.871
01:14:53,0.189,0.202,0.221,4.236,8.449,12.646,32.912
01:14:54,0.189,0.203,0.232,4.238,8.449,12.611,32.871
01:14:55,0.184,0.204,0.225,4.239,8.445,12.646,32.763
01:14:56,0.184,0.199,0.238,4.235,8.449,12.639,32.905
01:14:57,0.178,0.202,0.242,4.232,8.650,12.625,32.844
01:14:58,0.184,0.202,0.224,4.238,8.445,12.652,32.926
01:14:59,0.183,0.200,0.225,4.239,8.427,12.646,32.790
01:15:00,0.184,0.203,0.228,4.239,8.422,12.625,32.871
01:15:01,0.184,0.203,0.224,4.238,8.449,12.646,32.831
01:15:02,0.183,0.206,0.246,4.239,8.458,12.646,32.831
01:15:03,0.183,0.202,0.224,4.238,8.449,12.646,32.831
01:15:04,0.184,0.205,0.217,4.238,8.449,12.646,32.790
01:15:05,0.183,0.204,0.230,4.262,8.449,12.639,32.892
01:15:06,0.184,0.203,0.231,4.241,8.445,12.625,32.953
01:15:07,0.183,0.199,0.226,4.237,8.436,12.652,32.926
01:15:08,0.183,0.199,0.239,4.233,8.440,12.632,32.790
01:15:09,0.183,0.198,0.237,4.235,8.440,12.639,32.817
01:15:10,0.182,0.201,0.222,4.239,8.445,12.646,33.041
01:15:11,0.182,0.199,0.234,4.224,8.449,12.646,32.912
01:15:12,0.182,0.201,0.222,4.237,8.440,12.652,32.926
01:15:13,0.182,0.198,0.223,4.238,8.436,12.652,32.987
01:15:14,0.181,0.198,0.238,4.235,8.440,12.632,32.878
01:15:15,0.182,0.200,0.222,4.238,8.449,12.708,32.810
01:15:16,0.174,0.199,0.225,4.235,8.440,12.646,32.831
01:15:17,0.174,0.197,0.199,4.235,8.449,12.646,32.912
01:15:18,0.182,0.195,0.238,4.233,8.449,12.639,32.994
01:15:19,0.182,0.199,0.232,4.233,8.440,12.646,32.899
01:15:20,0.182,0.200,0.222,4.238,8.449,12.646,32.810
01:15:21,0.181,0.199,0.225,4.236,8.449,12.639,32.803
01:15:22,0.181,0.199,0.219,4.241,8.440,12.652,32.769
01:15:23,0.179,0.199,0.216,4.238,8.449,12.652,32.851
01:15:24,0.179,0.197,0.127,4.233,8.449,12.639,32.858
01:15:25,0.181,0.199,0.221,4.237,8.445,12.646,33.449
01:15:26,0.181,0.193,0.254,4.235,8.440,12.639,32.953
01:15:27,0.181,0.198,0.171,4.233,8.449,12.646,32.844
01:15:28,0.181,0.199,0.242,4.237,8.445,12.652,32.824
01:15:29,0.181,0.198,0.223,4.238,8.445,12.652,32.858
01:15:30,0.180,0.199,0.219,4.238,8.445,12.500,32.878
01:15:31,0.179,0.197,0.222,4.237,8.445,12.646,32.797
01:15:32,0.179,0.159,0.237,4.232,8.440,12.902,32.742
01:15:33,0.179,0.196,0.230,4.232,8.427,12.798,33.313
01:15:34,0.179,0.199,0.292,4.233,8.440,12.646,32.892
01:15:35,0.179,0.199,0.156,4.236,8.436,12.625,32.844
01:15:36,0.179,0.198,0.220,4.237,8.445,12.652,32.831
01:15:37,0.180,0.200,0.231,4.263,8.445,12.639,32.790
01:15:38,0.180,0.199,0.221,4.239,8.449,12.652,32.939
01:15:39,0.180,0.199,0.219,4.238,8.440,12.625,32.899
01:15:40,0.180,0.195,0.237,4.232,8.436,12.625,33.402
01:15:41,0.180,0.195,0.260,4.236,8.436,12.632,32.831
01:15:42,0.177,0.196,0.230,4.232,8.445,12.639,32.851
01:15:43,0.178,0.196,0.219,4.236,8.449,12.646,32.885
01:15:44,0.179,0.196,0.229,4.236,8.436,12.632,32.776
01:15:45,0.179,0.194,0.234,4.236,8.449,12.639,32.763
01:15:46,0.178,0.196,0.229,4.232,8.440,12.632,32.844
01:15:47,0.178,0.196,0.216,4.233,8.449,12.646,32.871
01:15:48,0.179,0.198,0.227,4.262,8.436,12.632,32.803
01:15:49,0.179,0.197,0.222,4.238,8.449,12.646,32.871
01:15:50,0.179,0.196,0.281,4.233,8.449,12.639,32.885
01:15:51,0.178,0.193,0.216,4.236,8.440,12.652,32.858
01:15:52,0.177,0.194,0.232,4.236,8.436,12.632,32.858
01:15:53,0.179,0.196,0.220,4.238,8.449,12.646,32.878
01:15:54,0.177,0.193,0.239,4.235,8.440,12.639,32.790
01:15:55,0.177,0.191,0.233,4.232,8.440,12.632,32.960
01:15:56,0.177,0.195,0.216,4.239,8.445,12.652,32.844
01:15:57,0.177,0.193,0.216,4.237,8.445,12.646,32.831
01:15:58,0.177,0.196,0.226,4.229,8.449,12.646,32.858
01:15:59,0.177,0.198,0.220,4.238,8.449,12.618,32.953
01:16:00,0.177,0.196,0.222,4.239,8.427,12.646,32.905
01:16:01,0.177,0.194,0.228,4.229,8.440,12.646,32.953
01:16:02,0.177,0.196,0.219,4.238,8.503,12.646,32.837
01:16:03,0.178,0.196,0.219,4.241,8.445,12.632,32.722
01:16:04,0.178,0.200,0.205,4.233,8.449,12.639,32.763
01:16:05,0.177,0.193,0.214,4.238,8.449,12.646,32.837
01:16:06,0.177,0.193,0.210,4.233,8.440,12.639,32.817
01:16:07,0.176,0.193,0.228,4.235,8.440,12.639,32.817
01:16:08,0.177,0.196,0.273,4.232,8.440,12.625,32.749
01:16:09,0.176,0.194,0.215,4.239,8.445,12.646,32.722
01:16:10,0.176,0.193,0.231,4.230,8.431,12.625,32.817
01:16:11,0.177,0.195,0.223,4.244,8.436,12.652,32.953
01:16:12,0.176,0.192,0.231,4.236,8.449,12.639,32.817
01:16:13,0.176,0.194,0.215,4.238,8.449,12.659,32.892
01:16:14,0.177,0.193,0.217,4.241,8.445,12.652,32.858
01:16:15,0.176,0.191,0.193,4.233,8.449,12.639,32.865
01:16:16,0.174,0.193,0.147,4.237,8.440,12.632,32.735
01:16:17,0.174,0.191,0.366,4.233,8.449,12.639,32.817
01:16:18,0.175,0.193,0.211,4.239,8.445,12.639,32.878
01:16:19,0.175,0.194,0.216,4.238,8.449,12.458,32.776
01:16:20,0.173,0.191,0.210,4.236,8.436,12.652,32.967
01:16:21,0.175,0.190,0.218,4.236,8.445,12.652,33.415
01:16:22,0.176,0.193,0.216,4.241,8.440,12.639,32.939
01:16:23,0.176,0.193,0.220,4.241,8.436,12.625,32.831
01:16:24,0.174,0.191,0.230,4.235,8.440,12.639,32.844
01:16:25,0.174,0.191,0.124,4.233,8.449,12.646,33.007
01:16:26,0.176,0.193,0.225,4.168,8.449,12.632,33.456
01:16:27,0.175,0.191,0.223,4.233,8.449,12.646,32.939
01:16:28,0.174,0.191,0.233,4.237,8.427,12.604,32.790
01:16:29,0.174,0.193,0.220,4.229,8.449,12.646,32.858
01:16:30,0.174,0.190,0.223,4.179,8.436,12.632,32.824
01:16:31,0.172,0.188,0.225,4.235,8.440,12.639,32.871
01:16:32,0.175,0.192,0.204,4.241,8.427,12.625,32.858
01:16:33,0.174,0.191,0.215,4.239,8.445,12.646,32.953
01:16:34,0.174,0.188,0.228,4.238,8.440,12.639,32.899
01:16:35,0.177,0.188,0.176,4.236,8.436,12.625,32.831
01:16:36,0.174,0.187,0.229,4.236,8.449,12.639,32.831
01:16:37,0.174,0.191,0.214,4.238,8.436,12.625,32.912
01:16:38,0.173,0.190,0.213,4.239,8.449,12.646,32.960
01:16:39,0.173,0.191,0.212,4.238,8.449,12.611,32.817
01:16:40,0.173,0.189,0.222,4.235,8.436,12.888,32.858
01:16:41,0.173,0.187,0.225,4.230,8.440,12.639,32.831
01:16:42,0.173,0.190,0.212,4.237,8.436,12.632,33.429
01:16:43,0.173,0.192,0.231,4.230,8.440,12.632,32.939
01:16:44,0.173,0.188,0.193,4.238,8.436,12.652,32.892
01:16:45,0.172,0.191,0.211,4.235,8.440,12.646,32.885
01:16:46,0.173,0.191,0.213,4.238,8.449,12.646,32.912
01:16:47,0.173,0.188,0.225,4.231,8.449,12.632,33.103
01:16:48,0.173,0.190,0.214,4.241,8.400,12.652,33.007
01:16:49,0.173,0.190,0.216,4.238,8.440,12.639,32.912
01:16:50,0.171,0.190,0.216,4.238,8.431,12.646,32.885
01:16:51,0.171,0.188,0.220,4.244,8.440,12.639,32.960
01:16:52,0.171,0.190,0.214,4.233,8.427,12.625,32.926
01:16:53,0.170,0.190,0.225,4.231,8.449,12.618,32.831
01:16:54,0.171,0.208,0.231,4.236,8.449,12.708,32.905
01:16:55,0.171,0.187,0.112,4.233,8.449,12.646,32.892
01:16:56,0.171,0.184,0.225,4.236,8.449,12.618,33.001
01:16:57,0.171,0.190,0.218,4.233,8.449,12.639,33.069
01:16:58,0.171,0.189,0.211,4.238,8.449,12.639,32.919
01:16:59,0.171,0.190,0.216,4.219,8.449,12.646,32.837
01:17:00,0.172,0.190,0.204,4.236,8.431,12.618,32.912
01:17:01,0.171,0.188,0.213,4.217,8.440,12.632,32.912
01:17:02,0.171,0.185,0.221,4.233,8.440,12.639,32.899
01:17:03,0.171,0.190,0.214,4.226,8.427,12.625,32.912
01:17:04,0.171,0.187,0.211,4.237,8.445,12.652,33.511
01:17:05,0.169,0.185,0.187,4.236,8.436,12.625,32.953
01:17:06,0.170,0.184,0.223,4.232,8.436,12.632,32.858
01:17:07,0.170,0.186,0.211,4.236,8.449,12.646,32.946
01:17:08,0.170,0.186,0.207,4.237,8.445,12.646,32.939
01:17:09,0.170,0.188,0.212,4.238,8.449,12.618,32.899
01:17:10,0.170,0.188,0.216,4.216,8.440,12.646,32.851
01:17:11,0.171,0.188,0.216,4.231,8.436,12.652,32.871
01:17:12,0.171,0.184,0.122,4.232,8.449,12.646,32.994
01:17:13,0.170,0.186,0.207,4.237,8.445,12.652,33.021
01:17:14,0.169,0.183,0.231,4.235,8.440,12.639,32.837
01:17:15,0.169,0.182,0.265,4.233,8.449,12.639,32.824
01:17:16,0.169,0.182,0.224,4.230,8.431,12.632,32.824
01:17:17,0.169,0.183,0.237,4.235,8.440,12.632,32.817
01:17:18,0.169,0.184,0.208,4.237,8.440,12.652,32.885
01:17:19,0.168,0.186,0.215,4.235,8.427,12.639,32.817
01:17:20,0.169,0.187,0.211,4.238,8.449,12.611,32.742
01:17:21,0.169,0.186,0.214,4.229,8.440,12.646,32.831
01:17:22,0.169,0.182,0.218,4.233,8.449,12.708,32.790
01:17:23,0.168,0.183,0.207,4.237,8.445,12.646,32.790
01:17:24,0.168,0.185,0.218,4.230,8.449,12.639,32.797
01:17:25,0.168,0.184,0.208,4.236,8.449,12.639,32.797
01:17:26,0.168,0.181,0.224,4.236,8.427,12.632,32.803
01:17:27,0.168,0.186,0.208,4.238,8.440,12.646,32.620
01:17:28,0.168,0.186,0.210,4.238,8.521,12.639,32.871
01:17:29,0.168,0.183,0.205,4.237,8.440,12.652,32.735
01:17:30,0.168,0.191,0.189,4.236,8.436,12.632,32.790
01:17:31,0.169,0.185,0.221,4.236,8.449,12.625,32.722
01:17:32,0.169,0.185,0.208,4.239,8.445,12.639,32.654
01:17:33,0.167,0.185,0.211,4.238,8.449,12.618,32.701
01:17:34,0.167,0.184,0.206,4.236,8.449,12.646,33.320
01:17:35,0.168,0.162,0.196,4.233,8.449,12.646,32.851
01:17:36,0.166,0.180,0.219,4.235,8.427,12.632,32.722
01:17:37,0.166,0.147,0.222,4.236,8.427,12.486,32.803
01:17:38,0.166,0.182,0.196,4.233,8.431,12.632,32.735
01:17:39,0.166,0.184,0.211,4.229,8.431,12.639,32.667
01:17:40,0.165,0.182,0.204,4.237,8.445,12.646,32.824
01:17:41,0.166,0.179,0.213,4.231,8.449,12.639,32.695
01:17:42,0.167,0.183,0.204,4.241,8.445,12.652,32.763
01:17:43,0.166,0.182,0.246,4.231,8.449,12.618,33.293
01:17:44,0.166,0.182,0.206,4.238,8.449,12.646,32.790
01:17:45,0.166,0.181,0.236,4.235,8.445,12.652,32.654
01:17:46,0.165,0.180,0.204,4.237,8.436,12.652,33.184
01:17:47,0.165,0.179,0.207,4.236,8.427,12.652,32.763
01:17:48,0.165,0.182,0.208,4.238,8.449,12.555,32.674
01:17:49,0.165,0.183,0.211,4.232,8.427,12.632,32.661
01:17:50,0.166,0.182,0.194,4.233,8.449,12.652,32.783
01:17:51,0.165,0.182,0.204,4.238,8.449,12.618,32.701
01:17:52,0.166,0.181,0.205,4.237,8.440,12.652,32.735
01:17:53,0.165,0.181,0.202,4.237,8.445,12.652,33.116
01:17:54,0.165,0.181,0.113,4.231,8.449,12.639,32.722
01:17:55,0.165,0.180,0.212,4.205,8.436,12.625,32.763
01:17:56,0.163,0.178,0.216,4.232,8.436,12.639,32.776
01:17:57,0.164,0.180,0.206,4.262,8.449,12.639,32.729
01:17:58,0.164,0.179,0.203,4.237,8.449,12.646,32.735
01:17:59,0.163,0.180,0.202,4.236,8.449,12.618,32.613
01:18:00,0.164,0.179,0.188,4.233,8.449,12.639,32.722
01:18:01,0.164,0.177,0.214,4.235,8.440,12.639,32.790
01:18:02,0.163,0.179,0.211,4.237,8.440,12.632,32.797
01:18:03,0.163,0.183,0.207,4.192,8.440,12.646,32.817
01:18:04,0.163,0.179,0.202,4.237,8.445,12.652,32.871
01:18:05,0.163,0.180,0.208,4.237,8.427,12.652,32.681
01:18:06,0.163,0.179,0.195,4.235,8.440,12.646,32.722
01:18:07,0.163,0.178,0.202,4.235,8.449,12.646,32.708
01:18:08,0.163,0.180,0.205,4.238,8.449,12.618,32.735
